character_key	string_key	name	item_row	item_class
1004010	Animal_White_Wolf_Wild_30035	Large White Wolf	-1	animal
30043	Animal_Hyena_Wild_30043	Hyena	-1	animal
30376	Animal_Ride_Wild_30376	Helms Hyena	-1	animal
30378	Animal_Ride_Wild_30378	Helms Hyena	-1	animal
39016	Animal_Baby_Hyena_Wild_39016	Hyena Cub	-1	animal
1000540	Animal_Hyena_Summon	Summon - Hyena	-1	animal
30374	Animal_Lion_Wild_30374	Lion	-1	animal
1003792	Animal_Lion_Domestic_30374	Lion	-1	animal
1002316	Animal_Lion_Circus_32349	Circus Lion	-1	animal
1001077	Animal_Tiger_Wild_1	Tiger	-1	animal
30375	Animal_Lioness_Wild_30375	Lioness	-1	animal
1003793	Animal_Lioness_Domestic_30375	Lioness	-1	animal
32286	Animal_Puma_Wild_32286	Puma	-1	animal
32287	Animal_DarkPuma_Wild_32287	Black Puma	-1	animal
31427	Animal_Coyote_Wild_31427	Coyote	-1	animal
30076	Animal_Leopard_Wild_30076	Leopard	-1	animal
1003791	Animal_Leopard_Domestic_30076	Leopard	-1	animal
31194	Animal_Dog_Wild_31194	Wild Boarhound	-1	animal
32279	Animal_Dog_Wild_32279	Wild Greyhound	-1	animal
1001768	Animal_Sick_GreatDane_Wild_1	Sick Wild Boarhound	-1	animal
1000178	Animal_Righteous_Arrows_Dog_31195	Blinding Arrows Warhound	-1	animal
1001594	Animal_Dog_Wild_31196	Hellhounds Warhound	-1	animal
1002038	Animal_BleedBlade_Dog_1	Bleed Bandits Warhound	-1	animal
1002039	Animal_LonelyJackal_Dog_1	Lonely Jackal Warhound	-1	animal
1002040	Animal_DemenissMP_Dog_1	Righteous Inquisitor Warhound	-1	animal
1000298	Animal_Caliburn_Dog_Wild	Righteous Inquisitor Warhound	-1	animal
31195	Animal_Dog_Wild_31195	Warhound	-1	animal
30031	Animal_Deer_Wild_30031	Deer	-1	animal
32216	Animal_Deer_Domestic_32216	Deer	-1	animal
30032	Animal_Female_Deer_Wild_30032	Female Deer	-1	animal
32341	Animal_Female_Deer_Domestic_32341	Female Deer	-1	animal
32256	Animal_Baby_Deer_Wild_32256	Baby Deer	-1	animal
32880	Animal_Baby_Deer_Domestic_32880	Baby Deer	-1	animal
30035	Animal_Gazelle_Wild_30035	Gazelle	-1	animal
1003801	Animal_Gazelle_Domestic_30035	Gazelle	-1	animal
30096	Animal_Female_Gazelle_Wild_30096	Female Gazelle	-1	animal
1003802	Animal_Female_Gazelle_Domestic_30096	Female Gazelle	-1	animal
30097	Animal_Baby_Gazelle_Wild_30097	Gazelle Calf	-1	animal
1003803	Animal_Baby_Gazelle_Domestic_30097	Gazelle Calf	-1	animal
30163	Animal_Roedeer_Wild_30163	Roe Deer	-1	animal
32384	Animal_Female_Roedeer_Wild_32384	Female Roe Deer	-1	animal
32385	Animal_Baby_Roedeer_Wild_32385	Roe Deer Fawn	-1	animal
1001614	Animal_WaterDeer_Wild_30164	Water Deer	-1	animal
31469	Animal_Moose_Wild_31469	Moose	-1	animal
32382	Animal_Female_Moose_Wild_32382	Female Moose	-1	animal
32383	Animal_Baby_Moose_Wild_32383	Moose Calf	-1	animal
32161	Animal_Antelope_Wild_32161	Antelope	-1	animal
32388	Animal_Female_Antelope_Wild_32388	Female Antelope	-1	animal
32258	Animal_Baby_Antelope_Wild_32258	Antelope Calf	-1	animal
32173	Animal_Wapiti_Wild_32173	Elk	-1	animal
32177	Animal_Female_Wapiti_Wild_32177	Female Elk	-1	animal
32178	Animal_Baby_Wapiti_Wild_32178	Elk Calf	-1	animal
32245	Animal_PronghornDeer_Wild_32245	Pronghorn	-1	animal
32374	Animal_Female_PronghornDeer_Wild_32374	Female Pronghorn	-1	animal
32375	Animal_Baby_PronghornDeer_Wild_32375	Pronghorn Fawn	-1	animal
30169	Animal_Reindeer_Wild_30169	Reindeer	-1	animal
32376	Animal_Female_ReinDeer_Wild_32376	Female Reindeer	-1	animal
32377	Animal_Baby_ReinDeer_Wild_32377	Reindeer Calf	-1	animal
30170	Animal_Arctic_ReinDeer_Wild_30170	Snowfield Reindeer	-1	animal
32378	Animal_Female_Arctic_ReinDeer_Wild_32378	Female Snowfield Reindeer	-1	animal
32379	Animal_Baby_Arctic_ReinDeer_Wild_32379	Snowfield Reindeer Fawn	-1	animal
32894	Animal_White_Stag_32894	Giant Deer	-1	animal
33126	Animal_ReinDeer_Wild_33126	Witch's Deer	-1	animal
33127	Animal_DeerFemale_Wild_33127	Witch's Female Deer	-1	animal
33128	Animal_DeerBaby_Wild_33128	Witch's Deer Fawn	-1	animal
1000977	Animal_MilkCow_Domestic_30028	Dairy Cow	-1	animal
1001017	Animal_MilkCow_Wild_32215	Wild Dairy Cow	-1	animal
1001056	Animal_MilkCow_Domestic_32308	Bull	-1	animal
1001059	Animal_MilkCow_Wild_32310	Wild Bull	-1	animal
32399	Animal_Baby_MilkCow_Domestic_32399	Calf	-1	animal
1003764	Animal_Baby_MilkCow_Domestic_Sale_32399	Calf	-1	animal
32343	Animal_Rope_SpotBull_Domestic_32343	Dairy Cow With Halter	-1	animal
30074	Animal_Bison_Wild_30074	Bison	-1	animal
30083	Animal_LongHair_Bison_Wild_30083	Longlocked Bison	-1	animal
30093	Animal_Female_Bison_Wild_30093	Female Bison	-1	animal
30098	Animal_Bison_Domestic_30098	Bison	-1	animal
30099	Animal_Female_Bison_Domestic_30099	Female Bison	-1	animal
32257	Animal_Baby_Bison_Wild_32257	Bison Calf	-1	animal
32268	Animal_Baby_Bison_Domestic_32268	Bison Calf	-1	animal
30034	Animal_Bull_Domestic_30034	Cow	-1	animal
30110	Animal_Baby_Bull_Wild_30110	Wild Calf	-1	animal
32217	Animal_Bull_Wild_32217	Wild Cow	-1	animal
32263	Animal_Baby_Bull_Domestic_32263	Wild Calf	-1	animal
32322	Animal_Female_Bull_Wild_32322	Female Cow	-1	animal
32342	Animal_Bull_Domestic_Bagpack_32342	Loaded Bull	-1	animal
32412	Animal_machinery_Bull_Domestic_Bagpack_32412	Machine Loaded Cow	-1	animal
32414	Animal_Merchant_Bull_Domestic_Bagpack_32414	Merchant's Loaded Cow	-1	animal
32413	Animal_weapon_Bull_Domestic_Bagpack_32413	Weapon Loaded Cow	-1	animal
32415	Animal_Bottle_Bull_Domestic_Bagpack_32415	Barrel-Carrying Cow	-1	animal
32416	Animal_clothe_Bull_Domestic_Bagpack_32416	Clothing Loaded Cow	-1	animal
32417	Animal_art_Bull_Domestic_Bagpack_32417	Art Loaded Cow	-1	animal
32895	Animal_Giant_Bull_32895	Giant Bison	-1	animal
1001478	Animal_Giant_Bull_Domestic_1	Giant Cow	-1	animal
1000408	Animal_Water_Buffalo_Wild_1	Buffalo	-1	animal
32223	Animal_Hamish_Wild_32223	Highland Cow	-1	animal
32259	Animal_Baby_Hamish_Wild_32259	Highland Cow Calf	-1	animal
32260	Animal_Female_Hamish_Wild_32260	Female Highland Cow	-1	animal
32398	Animal_Female_Hamish_Domestic_32398	Female Highland Cow	-1	animal
32246	Animal_Longhorn_Wild_32246	White-Striped Longhorn	-1	animal
32396	Animal_Female_Longhorn_Wild_32396	Female White-Striped Longhorn	-1	animal
32397	Animal_Baby_Longhorn_Wild_32397	Young White-Striped Longhorn	-1	animal
1001783	Animal_Longhorn_Domestic_1	White-striped Longhorn	-1	animal
1001784	Animal_Female_Longhorn_Domestic_1	Female White-striped Longhorn	-1	animal
1001785	Animal_Baby_Longhorn_Domestic_1	Young White-striped Longhorn	-1	animal
32214	Animal_Goat_Wild_32214	Wild Goat	-1	animal
30027	Animal_Goat_Domestic_30027	Goat	-1	animal
1003105	Animal_GoatFemale_Wild_1	Wild Female Goat	-1	animal
1003106	Animal_GoatFemale_Domestic_1	Female Goat	-1	animal
32262	Animal_Kid_Wild_32262	Baby Goat	-1	animal
30109	Animal_Kid_Domestic_30109	Baby Goat	-1	animal
1003765	Animal_Kid_Domestic_Sale_30109	Baby Goat	-1	animal
32302	Animal_Goat_Domestic_32302	Hornless Goats	-1	animal
30040	Animal_MountainGoat_Wild_30040	Mountain Goat	-1	animal
32389	Animal_Female_MountainGoat_Wild_32389	Female Mountain Goat	-1	animal
32390	Animal_Baby_MountainGoat_Wild_32390	Baby Mountain Goat	-1	animal
32255	Animal_Snow_Mountain_Goat_Wild_32255	Snow Mountain Goat	-1	animal
1003804	Animal_Snow_Mountain_Goat_Domestic_32255	Snow Mountain Goat	-1	animal
32391	Animal_Female_Snow_Mountain_Goat_Wild_32391	Female Snow Mountain Goat	-1	animal
1003805	Animal_Female_Snow_Mountain_Goat_Domestic_32391	Female Snow Mountain Goat	-1	animal
32392	Animal_Baby_Snow_Mountain_Goat_Wild_32392	Baby Snow Mountain Goat	-1	animal
32213	Animal_Sheep_Wild_32213	Wild Sheep	-1	animal
1003107	Animal_SheepFemale_Wild_1	Wild Female Sheep	-1	animal
30026	Animal_Sheep_Domestic_30026	Sheep	-1	animal
1003108	Animal_SheepFemale_Domestic_1	Female Sheep	-1	animal
31178	Animal_Lamb_Domestic_31178	Lamb	-1	animal
32220	Animal_Lamb_Wild_32220	Wild Lamb	-1	animal
1003766	Animal_Lamb_Domestic_Sale_31178	Lamb	-1	animal
30044	Animal_Sheep_Domestic_30044	Shaved Sheep	-1	animal
32254	Animal_DesertBigHornSheep_Wild_32254	Wild Desert Bighorn Sheep	-1	animal
32393	Animal_Female_DesertBigHornSheep_Wild_32393	Wild Female Desert Bighorn Sheep	-1	animal
32394	Animal_Baby_DesertBigHornSheep_Wild_32394	Wild Baby Desert Bighorn Sheep	-1	animal
32212	Animal_Pig_Wild_32212	Wild Pig	-1	animal
30025	Animal_Pig_Domestic_30025	Pig	-1	animal
1003111	Animal_PigFemale_Wild_1	Wild Female Pig	-1	animal
1003112	Animal_PigFemale_Domestic_1	Female Pig	-1	animal
32219	Animal_Baby_Pig_Wild_32219	Baby Pig	-1	animal
30114	Animal_Baby_Pig_Domestic_30114	Baby Pig	-1	animal
1003767	Animal_Baby_Pig_Domestic_Sale_30114	Baby Pig	-1	animal
30030	Animal_Wild_Boar_Wild_30030	Boar	-1	animal
30192	Animal_Domestic_Wild_Boar_Domestic_30192	Boar	-1	animal
32345	Animal_Baby_Boar_Wild_32345	Boar Piglet	-1	animal
32244	Animal_CollaredPeccary_Wild_32244	Collared Peccary	-1	animal
32253	Animal_Warthog_Wild_32253	Warthog	-1	animal
32264	Animal_Warthogbaby_Wild_32264	Warthog Piglet	-1	animal
30270	Animal_Ride_Battle_Boar_30270	Giant Rock Tusk Warthog Boss	-1	animal
1001613	Animal_Ride_Battle_Boar_1	Black-Maned Boar	-1	animal
30271	Animal_Ride_Battle_Boar_30271	Rock Tusk Warthog	-1	animal
1004016	Animal_Ride_Battle_Boar_30272	Rock Tusk Warthog	-1	animal
1004017	Animal_Ride_Battle_Boar_30273	Rock Tusk Warthog	-1	animal
1004018	Animal_Ride_Battle_Boar_30274	Rock Tusk Warthog	-1	animal
1004019	Animal_Ride_Battle_Boar_30275	Rock Tusk Warthog	-1	animal
1004020	Animal_Ride_Battle_Boar_30276	Rock Tusk Warthog	-1	animal
30067	Animal_Camel_Wild_30067	Camel	-1	animal
30106	Animal_Camel_Domestic_30106	Camel	-1	animal
32386	Animal_Female_Camel_Wild_32386	Female Camel	-1	animal
32387	Animal_Baby_Camel_Wild_32387	Camel Calf	-1	animal
32418	Animal_machinery_Camel_Domestic_Bagpack_32418	Machine-Carrying Camel	-1	animal
32419	Animal_weapon_Camel_Domestic_Bagpack_32419	Weapon-Carrying Camel	-1	animal
32420	Animal_Merchant_Camel_Domestic_Bagpack_32420	Merchant's Loaded Camel	-1	animal
32421	Animal_Bottle_Camel_Domestic_Bagpack_32421	Barrel-Carrying Camel	-1	animal
32422	Animal_clothe_Camel_Domestic_Bagpack_32422	Clothing-Carrying Camel	-1	animal
32423	Animal_art_Camel_Domestic_Bagpack_32423	Art-Carrying Camel	-1	animal
30199	Animal_BactrianCamel_Wild_30199	Two-Humped Camel	-1	animal
30200	Animal_BactrianCamel_Domestic_30200	Two-Humped Camel	-1	animal
30052	Animal_Crocodile_Wild_30052	Crocodile	-1	animal
32373	Animal_Giant_Crocodile_Wild_32373	Giant Crocodile	-1	animal
1003794	Animal_Crocodile_Domestic_30052	Crocodile	-1	animal
1003795	Animal_Giant_Crocodile_Domestic_32373	Giant Crocodile	-1	animal
30054	Animal_Hippo_Wild_30054	Hippopotamus	-1	animal
32350	Animal_Hippo_Sircus_32350	Hippopotamus	-1	animal
30262	Animal_Rhino_Wild_30262	Rhinoceros	-1	animal
32351	Animal_Rhino_Sircus_32351	Rhinoceros	-1	animal
30144	Animal_Battle_Rhinoceros_30144	Great Rhinoceros	-1	animal
30053	Animal_Elephant_Wild_30053	Elephant	-1	animal
1003806	Animal_Elephant_Domestic_30053	Elephant	-1	animal
30198	Animal_Elephant_Wild_30198	Siege Elephant	-1	animal
1002315	Animal_AlpineIbex_10	Ibex	-1	animal
31357	Animal_Lumif_Wild_31357	Herspia	-1	animal
32501	Animal_Lumif_Wild_32501	Herspia	-1	animal
32502	Animal_Lumif_Wild_32502	Herspia	-1	animal
32503	Animal_Lumif_Wild_32503	Herspia	-1	animal
32504	Animal_Lumif_Wild_32504	Herspia	-1	animal
32505	Animal_Lumif_Wild_32505	Herspia	-1	animal
1003538	Animal_Lumif_Wild_32506	Herspia	-1	animal
1003539	Animal_Lumif_Wild_32507	Herspia	-1	animal
1003540	Animal_Lumif_Wild_32508	Herspia	-1	animal
1003541	Animal_Lumif_Wild_32509	Herspia	-1	animal
31470	Animal_Lumif_Domestic_31470	Herspia	-1	animal
32506	Animal_Lumif_Domestic_32506	Herspia	-1	animal
32507	Animal_Lumif_Domestic_32507	Herspia	-1	animal
32508	Animal_Lumif_Domestic_32508	Herspia	-1	animal
32509	Animal_Lumif_Domestic_32509	Herspia	-1	animal
32510	Animal_Lumif_Domestic_32510	Herspia	-1	animal
31487	Animal_Lumif_Domestic_Saddle_31487	Herspia	-1	animal
32511	Animal_Lumif_Domestic_Saddle_32511	Herspia	-1	animal
32512	Animal_Lumif_Domestic_Saddle_32512	Herspia	-1	animal
32513	Animal_Lumif_Domestic_Saddle_32513	Herspia	-1	animal
32514	Animal_Lumif_Domestic_Saddle_32514	Herspia	-1	animal
32515	Animal_Lumif_Domestic_Saddle_32515	Herspia	-1	animal
1001414	Animal_Lumif_Domestic_WagonConnecter_32609	Herspia Wagon Horse	-1	animal
1001415	Animal_Lumif_Domestic_WagonConnecter_32610	Herspia Wagon Horse	-1	animal
1001416	Animal_Lumif_Domestic_WagonConnecter_32611	Herspia Wagon Horse	-1	animal
1001417	Animal_Lumif_Domestic_WagonConnecter_32612	Herspia Wagon Horse	-1	animal
1001418	Animal_Lumif_Domestic_WagonConnecter_32613	Herspia Wagon Horse	-1	animal
1001419	Animal_Lumif_Domestic_WagonConnecter_32614	Herspia Wagon Horse	-1	animal
32800	Animal_Lumif_Domestic_Bagpack_32800	Herspia Packhorse	-1	animal
32814	Animal_Lumif_Domestic_Bagpack_32814	Herspia Packhorse	-1	animal
32816	Animal_Lumif_Domestic_Bagpack_32816	Herspia Packhorse	-1	animal
32818	Animal_Lumif_Domestic_Bagpack_32818	Herspia Packhorse	-1	animal
32815	Animal_Lumif_Domestic_Bagpack_32815	Herspia Packhorse	-1	animal
32817	Animal_Lumif_Domestic_Bagpack_32817	Herspia Packhorse	-1	animal
1001382	Animal_Lumif_Domestic_Bagpack_Trade_1	Herspia Trade Goods Packhorse	-1	animal
32960	Animal_Lumif_Domestic_HorseArmor_32960	Hernandian Warhorse	-1	animal
1001680	Animal_Lumif_Domestic_Wells_HorseArmor_1	Wells's Military Horse	-1	animal
32961	Animal_Lumif_Domestic_HorseArmor_32961	Hernandian Warhorse	-1	animal
1001443	Animal_Lumif_Domestic_Demeniss_HorseArmor_1	Demenissian War Horse	-1	animal
1001448	Animal_Lumif_Domestic_Delesian_HorseArmor_2	Delesyian Warhorse	-1	animal
1000892	Animal_Lumif_Domestic_Delesian_HorseArmor_1	Delesyian Warhorse	-1	animal
32962	Animal_Lumif_Domestic_HorseArmor_32962	Herspia	-1	animal
1003565	Animal_Lumif_Domestic_HorseArmor_1	Herspia	-1	animal
31364	Animal_Stefano_Wild_31364	Priden	-1	animal
32516	Animal_Stefero_Wild_32516	Priden	-1	animal
32517	Animal_Stefero_Wild_32517	Priden	-1	animal
32518	Animal_Stefero_Wild_32518	Priden	-1	animal
32519	Animal_Stefero_Wild_32519	Priden	-1	animal
32520	Animal_Stefero_Wild_32520	Priden	-1	animal
1003542	Animal_Stefero_Wild_32521	Priden	-1	animal
1003543	Animal_Stefero_Wild_32522	Priden	-1	animal
32521	Animal_Stefero_Domestic_32521	Priden	-1	animal
32522	Animal_Stefero_Domestic_32522	Priden	-1	animal
32523	Animal_Stefero_Domestic_32523	Priden	-1	animal
32524	Animal_Stefero_Domestic_32524	Priden	-1	animal
32525	Animal_Stefero_Domestic_32525	Priden	-1	animal
31476	Animal_Stefano_Domestic_31476	Priden	-1	animal
31493	Animal_Stefano_Domestic_Saddle_31493	Priden	-1	animal
32526	Animal_Stefero_Domestic_Saddle_32526	Priden	-1	animal
32527	Animal_Stefero_Domestic_Saddle_32527	Priden	-1	animal
32528	Animal_Stefero_Domestic_Saddle_32528	Priden	-1	animal
32529	Animal_Stefero_Domestic_Saddle_32529	Priden	-1	animal
32530	Animal_Stefero_Domestic_Saddle_32530	Priden	-1	animal
32801	Animal_Stefero_Domestic_Bagpack_32801	Priden Packhorse	-1	animal
32819	Animal_Stefero_Domestic_Bagpack_32819	Priden Packhorse	-1	animal
32820	Animal_Stefero_Domestic_Bagpack_32820	Priden Packhorse	-1	animal
32821	Animal_Stefero_Domestic_Bagpack_32821	Priden Packhorse	-1	animal
32822	Animal_Stefero_Domestic_Bagpack_32822	Priden Packhorse	-1	animal
32823	Animal_Stefero_Domestic_Bagpack_32823	Priden Packhorse	-1	animal
1001383	Animal_Stefero_Domestic_Bagpack_Trade_1	Priden Trade Goods Packhorse	-1	animal
1001420	Animal_Stefano_Domestic_WagonConnecter_31493	Priden Wagon Horse	-1	animal
1001421	Animal_Stefero_Domestic_WagonConnecter_32526	Priden Wagon Horse	-1	animal
1001422	Animal_Stefero_Domestic_WagonConnecter_32527	Priden Wagon Horse	-1	animal
1001423	Animal_Stefero_Domestic_WagonConnecter_32528	Priden Wagon Horse	-1	animal
1001424	Animal_Stefero_Domestic_WagonConnecter_32529	Priden Wagon Horse	-1	animal
1001425	Animal_Stefero_Domestic_WagonConnecter_32530	Priden Wagon Horse	-1	animal
31370	Animal_Davrella_Wild_31370	Brianto	-1	animal
32531	Animal_Davrella_Wild_32531	Brianto	-1	animal
32532	Animal_Davrella_Wild_32532	Brianto	-1	animal
32533	Animal_Davrella_Wild_32533	Brianto	-1	animal
32534	Animal_Davrella_Wild_32534	Brianto	-1	animal
32535	Animal_Davrella_Wild_32535	Brianto	-1	animal
32606	Animal_Davrella_Wild_32606	Brianto	-1	animal
32607	Animal_Davrella_Wild_32607	Brianto	-1	animal
32537	Animal_Davrella_Domestic_32537	Brianto	-1	animal
32538	Animal_Davrella_Domestic_32538	Brianto	-1	animal
32539	Animal_Davrella_Domestic_32539	Brianto	-1	animal
32540	Animal_Davrella_Domestic_32540	Brianto	-1	animal
31482	Animal_Davrella_Domestic_31482	Brianto	-1	animal
31499	Animal_Davrella_Domestic_Saddle_31499	Brianto	-1	animal
32541	Animal_Davrella_Domestic_Saddle_32541	Brianto	-1	animal
32542	Animal_Davrella_Domestic_Saddle_32542	Brianto	-1	animal
32543	Animal_Davrella_Domestic_Saddle_32543	Brianto	-1	animal
32544	Animal_Davrella_Domestic_Saddle_32544	Brianto	-1	animal
32545	Animal_Davrella_Domestic_Saddle_32545	Brianto	-1	animal
1001426	Animal_Davrella_Domestic_WagonConnecter_32622	Brianto Wagon Horse	-1	animal
1001427	Animal_Davrella_Domestic_WagonConnecter_32623	Brianto Wagon Horse	-1	animal
1001428	Animal_Davrella_Domestic_WagonConnecter_32624	Brianto Wagon Horse	-1	animal
1001429	Animal_Davrella_Domestic_WagonConnecter_32625	Brianto Wagon Horse	-1	animal
1001430	Animal_Davrella_Domestic_WagonConnecter_32626	Brianto Wagon Horse	-1	animal
32802	Animal_Davrella_Domestic_Bagpack_32802	Brianto Packhorse	-1	animal
32824	Animal_Davrella_Domestic_Bagpack_32824	Brianto Packhorse	-1	animal
32825	Animal_Davrella_Domestic_Bagpack_32825	Brianto Packhorse	-1	animal
32826	Animal_Davrella_Domestic_Bagpack_32826	Brianto Packhorse	-1	animal
32827	Animal_Davrella_Domestic_Bagpack_32827	Brianto Packhorse	-1	animal
32828	Animal_Davrella_Domestic_Bagpack_32828	Brianto Packhorse	-1	animal
1001384	Animal_Davrella_Domestic_Bagpack_Trade_1	Brianto Trade Goods Packhorse	-1	animal
31373	Animal_Phuket_Wild_31373	Numont	-1	animal
32546	Animal_Pukret_Wild_32546	Numont	-1	animal
1000390	Animal_Pukret_Wild_32547	Numont	-1	animal
32548	Animal_Pukret_Wild_32548	Numont	-1	animal
32549	Animal_Pukret_Wild_32549	Numont	-1	animal
32550	Animal_Pukret_Wild_32550	Numont	-1	animal
31485	Animal_Phuket_Domestic_31485	Numont	-1	animal
32552	Animal_Pukret_Domestic_32552	Numont	-1	animal
32553	Animal_Pukret_Domestic_32553	Numont	-1	animal
32554	Animal_Pukret_Domestic_32554	Numont	-1	animal
31502	Animal_Phuket_Domestic_Saddle_31502	Numont	-1	animal
32556	Animal_Pukret_Domestic_Saddle_32556	Numont	-1	animal
32557	Animal_Pukret_Domestic_Saddle_32557	Numont	-1	animal
32558	Animal_Pukret_Domestic_Saddle_32558	Numont	-1	animal
32559	Animal_Pukret_Domestic_Saddle_32559	Numont	-1	animal
32560	Animal_Pukret_Domestic_Saddle_32560	Numont	-1	animal
1001431	Animal_Phuket_Domestic_WagonConnecter_32627	Numont Wagon Horse	-1	animal
1001432	Animal_Pukret_Domestic_WagonConnecter_32628	Numont Wagon Horse	-1	animal
1001433	Animal_Pukret_Domestic_WagonConnecter_32629	Numont Wagon Horse	-1	animal
1001434	Animal_Pukret_Domestic_WagonConnecter_32630	Numont Wagon Horse	-1	animal
1001435	Animal_Pukret_Domestic_WagonConnecter_32631	Numont Wagon Horse	-1	animal
1001436	Animal_Pukret_Domestic_WagonConnecter_32632	Numont Wagon Horse	-1	animal
32803	Animal_Pukret_Domestic_Bagpack_32803	Numont Packhorse	-1	animal
32829	Animal_Pukret_Domestic_Bagpack_32829	Numont Packhorse	-1	animal
32830	Animal_Pukret_Domestic_Bagpack_32830	Numont Packhorse	-1	animal
32831	Animal_Pukret_Domestic_Bagpack_32831	Numont Packhorse	-1	animal
32832	Animal_Pukret_Domestic_Bagpack_32832	Numont Packhorse	-1	animal
32833	Animal_Pukret_Domestic_Bagpack_32833	Numont Packhorse	-1	animal
1001385	Animal_Pukret_Domestic_Bagpack_Trade_1	Numont Trade Goods Packhorse	-1	animal
32340	Animal_Ayut_Wild_32340	Elantrima	-1	animal
32591	Animal_Ayut_Wild_32591	Elantrima	-1	animal
32592	Animal_Ayut_Wild_32592	Elantrima	-1	animal
32593	Animal_Ayut_Wild_32593	Elantrima	-1	animal
32594	Animal_Ayut_Wild_32594	Elantrima	-1	animal
32595	Animal_Ayut_Wild_32595	Elantrima	-1	animal
32596	Animal_Ayut_Domestic_32596	Elantrima	-1	animal
32597	Animal_Ayut_Domestic_32597	Elantrima	-1	animal
32337	Animal_Ayut_Domestic_32337	Elantrima	-1	animal
32348	Animal_Ayut_Domestic_Saddle_32348	Elantrima	-1	animal
32601	Animal_Ayut_Domestic_Saddle_32601	Elantrima	-1	animal
32602	Animal_Ayut_Domestic_Saddle_32602	Elantrima	-1	animal
32603	Animal_Ayut_Domestic_Saddle_32603	Elantrima	-1	animal
32604	Animal_Ayut_Domestic_Saddle_32604	Elantrima	-1	animal
32605	Animal_Ayut_Domestic_Saddle_32605	Elantrima	-1	animal
1001437	Animal_Ayut_Domestic_WagonConnecter_32348	Elantrima Wagon Horse	-1	animal
1001438	Animal_Ayut_Domestic_WagonConnecter_32601	Elantrima Wagon Horse	-1	animal
1001439	Animal_Ayut_Domestic_WagonConnecter_32602	Elantrima Wagon Horse	-1	animal
1001440	Animal_Ayut_Domestic_WagonConnecter_32603	Elantrima Wagon Horse	-1	animal
1001441	Animal_Ayut_Domestic_WagonConnecter_32604	Elantrima Wagon Horse	-1	animal
1001442	Animal_Ayut_Domestic_WagonConnecter_32605	Elantrima Wagon Horse	-1	animal
32806	Animal_Ayut_Domestic_Bagpack_32806	Elantrima Packhorse	-1	animal
32844	Animal_Ayut_Domestic_Bagpack_32844	Elantrima Packhorse	-1	animal
32845	Animal_Ayut_Domestic_Bagpack_32845	Elantrima Packhorse	-1	animal
32846	Animal_Ayut_Domestic_Bagpack_32846	Elantrima Packhorse	-1	animal
32847	Animal_Ayut_Domestic_Bagpack_32847	Elantrima Packhorse	-1	animal
32848	Animal_Ayut_Domestic_Bagpack_32848	Elantrima Packhorse	-1	animal
1001386	Animal_Ayut_Domestic_Bagpack_Trade_1	Elantrima Trade Goods Packhorse	-1	animal
30006	Animal_Scolt_Wild_30006	Foal	-1	animal
30036	Animal_Baby_Donkey_Domestic_30036	Donkey Foal	-1	animal
30037	Animal_Donkey_Domestic_30037	Donkey	-1	animal
30077	Animal_Donkey_Domestic_30077	Donkey	-1	animal
